Occupation;Age;Subscriptions;Already went to karaoke;Lead Source;Total Visits;Total Time Spent on Website;Page Views Per Visit;Converted
Business;40+;Spotify;Yes;Direct Traffic;3;431;3;0
Engineering;30-40;;Yes;Google;2;67;2;1
Medical;35-50;None;Yes;Direct Traffic;2;1119;2;0
Engineering;30-40;None;Yes;Google;13;954;4.33;1
Engineering;30-40;;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;None;Yes;Direct Traffic;3;286;3;0
Engineering;30-40;Both;Yes;Direct Traffic;6;721;1.5;1
Engineering;30-40;;Yes;Facebook;0;0;0;1
;;;Yes;Direct Traffic;7;653;1.75;0
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;Netflix;Yes;Google;;347;;0
Engineering;30-40;;Yes;Facebook;6;1094;2;1
Engineering;18-30;Netflix;Yes;Google;1;790;1;1
Engineering;30-40;None;No;Direct Traffic;6;15;6;0
Engineering;30-40;;Yes;Google;4;99;4;0
Law;30-40;Netflix;Yes;Google;9;1339;3;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Engineering;30-40;;Yes;Google;7;1379;3.5;0
Engineering;30-40;Netflix;Yes;Google;9;986;9;1
Engineering;30-40;;Yes;Google;3;1152;3;0
Law;18-30;Netflix;Yes;Google;0;0;0;1
Engineering;18-30;Netflix;Yes;Google;3;1283;3;1
Law;18-30;Netflix;Yes;Google;;123;;0
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;;711;;0
Engineering;30-40;None;No;Direct Traffic;2;124;2;0
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Medical;35-50;Spotify;Yes;Google;3;1191;3;1
Law;18-30;Netflix;Yes;Google;0;0;0;0
Law;18-30;Both;Yes;Google;;1208;;1
Engineering;30-40;;Yes;Direct Traffic;3;94;3;0
Law;18-30;Both;Yes;Google;0;0;0;1
Engineering;30-40;Netflix;Yes;Direct Traffic;2;289;2;0
Engineering;30-40;;Yes;Google;2;306;1;1
Engineering;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;;1028;;0
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Both;Yes;Google;;341;;1
Engineering;18-30;Netflix;Yes;Google;0;0;0;1
Law;30-40;Netflix;Yes;Google;0;0;0;1
Law;18-30;Both;Yes;Google;;1650;;1
Law;18-30;Netflix;No;Google;0;0;0;0
Engineering;18-30;Netflix;Yes;Google;0;0;0;0
Law;30-40;Netflix;Yes;Google;0;0;0;1
Engineering;30-40;;Yes;Google;0;0;0;1
Engineering;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Both;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;;1203;;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Engineering;18-30;Netflix;Yes;Direct Traffic;1;1463;1;1
Engineering;30-40;None;No;Google;7;166;7;0
Engineering;18-30;Netflix;Yes;Google;0;0;0;1
Engineering;18-30;Netflix;Yes;Google;1;1486;1;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;30-40;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;30-40;Netflix;Yes;Google;0;0;0;1
Engineering;30-40;None;Yes;Google;11;378;3.67;0
Law;30-40;Netflix;Yes;Others;0;0;0;1
;;;Yes;Google;2;1468;2;1
Engineering;30-40;;Yes;Google;2;1064;2;1
Engineering;30-40;;Yes;Direct Traffic;3;1077;3;0
Engineering;30-40;Netflix;Yes;Google;4;794;4;1
Engineering;30-40;None;Yes;Google;;1201;;0
Law;30-40;Netflix;Yes;Google;0;0;0;1
Law;30-40;Netflix;Yes;Google;0;0;0;1
Engineering;30-40;;Yes;Google;13;1725;3.25;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Engineering;30-40;;Yes;Facebook;0;0;0;0
Engineering;30-40;Netflix;Yes;Google;0;0;0;1
Law;18-30;Both;Yes;Google;0;0;0;1
Engineering;30-40;Netflix;Yes;Google;5;1230;5;0
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;;903;;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
;;;Yes;Google;2;189;1;0
Engineering;18-30;Netflix;No;Google;0;0;0;0
Law;30-40;Spotify;Yes;Direct Traffic;1;1102;1;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Google;0;0;0;1
Engineering;30-40;None;Yes;Direct Traffic;5;1399;1.67;0
Law;18-30;Netflix;Yes;Google;0;0;0;1
Engineering;30-40;None;Yes;Direct Traffic;3;451;3;0
Law;18-30;Netflix;Yes;Google;0;0;0;1
Law;18-30;Netflix;Yes;Others;0;0;0;1
;;;Yes;Google;6;544;6;0
Engineering;30-40;Netflix;Yes;Google;1;1232;1;1
Engineering;30-40;;Yes;Direct Traffic;3;15;3;0
Medical;35-50;None;No;Direct Traffic;2;365;2;0
Engineering;30-40;;Yes;Direct Traffic;4;1761;4;1
Engineering;30-40;None;No;Google;6;453;6;0
Engineering;30-40;;Yes;Facebook;11;8;1.38;0
;;;Yes;Google;6;122;2;0
Engineering;30-40;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Facebook;0;0;0;0
Engineering;30-40;Netflix;Yes;Direct Traffic;7;961;1.75;0
;;;Yes;Direct Traffic;2;979;2;1
Engineering;30-40;;No;Direct Traffic;2;2;2;0
Engineering;30-40;None;Yes;Google;3;60;3;0
Engineering;30-40;;Yes;Direct Traffic;6;147;6;0
Engineering;30-40;None;Yes;Google;3;491;3;0
;;;No;Direct Traffic;2;913;2;0
Engineering;30-40;;Yes;Google;2;726;2;0
Engineering;30-40;None;No;Direct Traffic;2;165;2;0
Law;40+;Spotify;Yes;LaNoche.com;3;605;3;0
Engineering;30-40;;Yes;Google;2;36;2;0
Medical;35-50;None;Yes;Direct Traffic;1;55;1;0
Engineering;30-40;;Yes;Facebook;0;0;0;0
Engineering;30-40;Spotify;Yes;Google;4;345;4;0
;;;Yes;Direct Traffic;8;1483;2.67;0
Engineering;30-40;Spotify;Yes;Direct Traffic;2;70;2;1
Engineering;30-40;;Yes;Direct Traffic;2;158;2;0
Engineering;30-40;None;Yes;Google;14;1822;7;1
;;;Yes;Google;6;1806;2;0
Engineering;30-40;None;Yes;Direct Traffic;1;109;1;0
Engineering;30-40;;No;Direct Traffic;1;100;1;0
;;;Yes;Google;2;1096;2;1
Engineering;30-40;;Yes;Direct Traffic;2;24;2;0
Engineering;30-40;None;No;Google;4;203;4;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;2;404;2;0
Engineering;30-40;None;Yes;Direct Traffic;2;228;2;0
Engineering;30-40;;No;Direct Traffic;5;210;2.5;0
;;;Yes;Facebook;0;0;0;0
Medical;35-50;Spotify;Yes;Facebook;0;0;0;1
Engineering;30-40;None;Yes;Direct Traffic;2;465;2;0
Engineering;30-40;None;Yes;Google;4;367;4;0
;;;Yes;Google;3;1391;3;1
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;Netflix;Yes;Direct Traffic;2;886;2;0
Engineering;18-30;Spotify;Yes;Google;4;692;4;1
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Google;6;94;6;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Google;13;246;6.5;0
Engineering;30-40;None;Yes;Google;4;166;4;0
Engineering;30-40;Netflix;Yes;Direct Traffic;5;286;5;0
Engineering;30-40;;Yes;Direct Traffic;7;1100;2.33;1
Engineering;30-40;;No;Google;0;0;0;0
Law;18-30;Both;No;Google;4;1269;2;0
Engineering;30-40;;Yes;Google;0;0;0;0
Engineering;30-40;;Yes;Google;2;783;2;1
Engineering;30-40;None;Yes;Google;2;348;1;0
Engineering;30-40;Netflix;Yes;Google;3;1029;3;1
Engineering;30-40;None;Yes;Google;6;617;6;0
;;;Yes;Google;24;338;8;0
Engineering;30-40;;Yes;Google;0;0;0;0
Engineering;30-40;;Yes;Google;0;0;0;0
Engineering;30-40;None;Yes;Direct Traffic;1;40;1;0
Engineering;30-40;;No;Google;0;0;0;0
Engineering;30-40;Netflix;Yes;Google;3;1396;3;1
Engineering;30-40;;Yes;Google;2;35;1;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Google;0;0;0;0
Business;40+;None;Yes;Direct Traffic;4;62;4;0
Engineering;18-30;Both;Yes;Google;19;265;3.8;1
Engineering;30-40;;Yes;Google;0;0;0;0
Engineering;30-40;;Yes;Google;0;0;0;0
Engineering;30-40;None;Yes;Direct Traffic;2;909;2;0
Engineering;30-40;;Yes;Google;0;0;0;0
Engineering;30-40;;Yes;Google;0;0;0;0
Engineering;30-40;;Yes;Facebook;0;0;0;0
;;;Yes;Google;2;228;1;0
Engineering;30-40;None;Yes;Google;10;1250;10;1
Engineering;30-40;;Yes;Google;0;0;0;0
Engineering;30-40;;Yes;Google;0;0;0;0
Engineering;30-40;;Yes;Google;2;1570;1;0
Medical;35-50;None;Yes;Direct Traffic;2;1266;2;0
Engineering;30-40;None;Yes;Direct Traffic;3;810;1.5;0
;;;No;Direct Traffic;25;269;1.19;0
Engineering;30-40;;Yes;Google;0;0;0;0
Engineering;30-40;;Yes;Google;0;0;0;0
;;;Yes;Google;6;440;6;0
Engineering;30-40;;Yes;Google;0;0;0;0
;;;Yes;Google;2;1075;2;1
Engineering;30-40;;Yes;Direct Traffic;2;151;2;0
Law;30-40;Spotify;Yes;Google;4;1280;2;1
Engineering;18-30;Spotify;Yes;Facebook;0;0;0;1
;;;Yes;Google;1;276;1;0
Law;18-30;Both;Yes;Google;4;1264;4;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;7;35;1.4;0
Engineering;30-40;Netflix;Yes;Google;4;229;4;0
;;;Yes;Google;14;1338;14;1
Engineering;30-40;;Yes;Direct Traffic;7;247;1.75;1
Engineering;18-30;Both;Yes;Google;5;1388;5;1
;;;Yes;Facebook;0;0;0;0
Business;40+;None;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;5;752;2.5;1
Engineering;30-40;Netflix;Yes;Google;4;2;2;1
Engineering;18-30;None;Yes;Google;3;1288;3;1
Engineering;30-40;Netflix;Yes;Google;2;205;2;0
Law;30-40;Netflix;Yes;Google;6;147;6;1
Law;18-30;Spotify;Yes;Google;9;1105;2.25;1
Business;40+;None;No;Direct Traffic;42;1148;3.82;0
Engineering;30-40;;Yes;Google;5;31;5;0
;;;Yes;Google;5;311;1.25;0
;;;Yes;Google;2;1227;1;1
Engineering;30-40;Netflix;Yes;Direct Traffic;2;86;2;1
Engineering;30-40;None;Yes;Direct Traffic;1;125;1;1
;;;Yes;Google;6;693;3;0
Engineering;30-40;;Yes;Direct Traffic;1;944;1;1
Engineering;30-40;None;Yes;Direct Traffic;2;1451;2;0
Engineering;18-30;Both;Yes;Google;3;1381;3;1
;;;Yes;Direct Traffic;2;1135;2;0
Engineering;30-40;Netflix;Yes;Direct Traffic;3;181;3;0
Law;40+;Spotify;Yes;Direct Traffic;2;1130;2;1
Law;18-30;Netflix;Yes;Direct Traffic;2;1522;2;1
;;;Yes;Direct Traffic;3;130;3;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Facebook;0;0;0;0
Business;40+;None;Yes;Direct Traffic;2;383;2;0
Engineering;30-40;Netflix;No;Facebook;0;0;0;0
Engineering;30-40;None;Yes;Direct Traffic;7;340;2.33;0
;;;Yes;Google;5;157;5;0
Engineering;30-40;None;Yes;Direct Traffic;1;438;1;0
;;;No;Google;11;251;1.83;0
Engineering;30-40;;Yes;Google;5;288;2.5;0
Engineering;30-40;;Yes;Facebook;0;0;0;0
Engineering;18-30;Netflix;Yes;Direct Traffic;9;767;2.25;1
;;;No;Facebook;0;0;0;0
Law;18-30;Netflix;Yes;Direct Traffic;3;127;3;1
;;;Yes;Direct Traffic;6;272;3;0
Business;40+;None;Yes;Direct Traffic;2;351;2;0
;;;Yes;Facebook;0;0;0;0
Law;40+;Spotify;Yes;Direct Traffic;3;1102;3;1
Engineering;18-30;Both;Yes;Google;4;1544;2;1
Business;35-50;None;Yes;Direct Traffic;2;141;2;0
;;;Yes;Direct Traffic;1;12;1;0
Law;30-40;Netflix;No;Google;8;1757;8;0
Engineering;30-40;;Yes;Direct Traffic;1;508;1;0
Law;40+;Spotify;Yes;Facebook;0;0;0;1
Law;30-40;Spotify;Yes;Google;2;780;2;1
Engineering;30-40;;Yes;Google;1;102;1;0
Engineering;18-30;Netflix;Yes;Direct Traffic;4;281;4;1
Law;30-40;Netflix;Yes;Google;2;126;1;1
Engineering;30-40;None;Yes;Direct Traffic;5;56;2.5;0
Engineering;30-40;;Yes;Facebook;0;0;0;1
Business;40+;None;Yes;Direct Traffic;4;12;2;0
;;;Yes;Direct Traffic;2;41;2;0
Engineering;30-40;;Yes;Others;0;0;0;1
;;;Yes;Google;8;1014;8;1
Engineering;30-40;None;Yes;Google;4;381;4;0
Engineering;30-40;None;Yes;Direct Traffic;6;0;3;0
Engineering;30-40;;Yes;Google;2;498;2;0
;;;Yes;Google;12;669;12;0
Law;30-40;Netflix;Yes;Google;9;1316;4.5;1
Engineering;30-40;;Yes;Facebook;0;0;0;0
Business;40+;Netflix;Yes;Google;6;329;3;1
Medical;35-50;None;Yes;Google;9;78;9;0
Engineering;18-30;Netflix;Yes;Google;3;1493;3;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;2;357;1;0
Engineering;30-40;None;Yes;Google;4;26;2;0
;;;Yes;Facebook;0;0;0;1
Engineering;30-40;None;Yes;Google;1;200;1;0
Engineering;30-40;Both;Yes;Facebook;0;0;0;1
Law;30-40;Netflix;Yes;Direct Traffic;2;1678;2;1
;;;No;Facebook;0;0;0;0
Engineering;30-40;;Yes;Facebook;0;0;0;1
Business;40+;Netflix;Yes;Facebook;0;0;0;1
Engineering;30-40;;Yes;Facebook;0;0;0;1
Engineering;30-40;;Yes;Direct Traffic;1;554;1;0
Engineering;30-40;None;No;Google;1;1323;1;0
Engineering;30-40;;Yes;Direct Traffic;9;458;3;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Google;2;368;2;0
;;;No;Direct Traffic;3;63;3;0
Engineering;30-40;Netflix;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;Netflix;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Direct Traffic;5;31;5;0
Engineering;30-40;;Yes;Direct Traffic;5;947;5;0
Law;30-40;Spotify;Yes;Google;0;0;0;1
Engineering;30-40;;Yes;Facebook;0;0;0;1
Engineering;30-40;None;No;Direct Traffic;3;118;3;0
;;;Yes;Direct Traffic;10;251;10;0
Engineering;30-40;;Yes;Direct Traffic;1;533;1;0
Engineering;30-40;Netflix;Yes;Google;11;1002;3.67;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Google;3;752;3;0
Engineering;30-40;;Yes;Direct Traffic;2;111;2;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;Netflix;Yes;Google;3;520;3;1
Engineering;30-40;Netflix;Yes;Facebook;0;0;0;1
;;;Yes;Google;14;1584;14;1
;;;Yes;Google;2;151;2;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;Netflix;No;Google;0;0;0;0
Engineering;30-40;Spotify;Yes;Direct Traffic;2;1099;2;1
Business;40+;Spotify;Yes;Google;8;1558;2.67;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Law;18-30;Both;Yes;Google;4;981;2;1
Medical;35-50;None;No;Direct Traffic;1;156;1;0
Engineering;30-40;None;Yes;Direct Traffic;4;1409;4;0
Engineering;30-40;;Yes;Google;3;176;3;0
Engineering;30-40;;Yes;Facebook;0;0;0;1
Engineering;30-40;None;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Google;4;643;4;1
Engineering;30-40;;Yes;Google;5;772;2.5;1
;;;Yes;Google;2;991;2;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;None;Yes;Google;5;953;2.5;0
Law;40+;Spotify;Yes;Google;6;1353;6;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Google;8;87;2;0
Engineering;30-40;None;No;Google;4;1315;4;0
Law;30-40;Netflix;Yes;Google;3;596;3;1
;;;Yes;Direct Traffic;4;1224;1.33;0
Engineering;30-40;;Yes;Direct Traffic;3;159;3;0
Engineering;30-40;Netflix;Yes;Facebook;0;0;0;1
;;;Yes;Facebook;0;0;0;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;Netflix;Yes;Google;5;208;5;0
;;;Yes;Google;7;1531;1.75;0
Engineering;30-40;;Yes;Direct Traffic;9;390;1.5;0
Medical;35-50;None;No;Google;3;278;3;0
Business;40+;None;Yes;Direct Traffic;3;342;3;0
;;;Yes;Direct Traffic;2;289;2;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;None;No;Direct Traffic;2;1234;2;0
Law;18-30;Spotify;Yes;Direct Traffic;3;541;3;1
Engineering;30-40;;No;Direct Traffic;3;1487;3;0
Business;35-50;None;Yes;Direct Traffic;4;334;2;0
Engineering;30-40;Spotify;No;Google;8;129;8;0
;;;Yes;Direct Traffic;3;2087;3;0
Engineering;30-40;;Yes;Direct Traffic;3;154;3;0
Engineering;30-40;None;Yes;Direct Traffic;2;186;2;0
Business;40+;None;No;Direct Traffic;2;283;2;0
Engineering;30-40;;Yes;Facebook;0;0;0;1
;;;Yes;Google;5;10;5;0
Law;30-40;Netflix;Yes;Direct Traffic;2;766;2;1
Engineering;30-40;;Yes;Direct Traffic;9;87;1.8;0
Engineering;30-40;;Yes;Direct Traffic;5;104;2.5;0
Engineering;30-40;None;Yes;Direct Traffic;4;1449;4;1
;;;Yes;Direct Traffic;2;391;2;0
Engineering;30-40;;No;Google;4;65;4;0
Engineering;30-40;None;No;Google;10;408;3.33;0
Engineering;30-40;;Yes;Direct Traffic;3;154;1.5;0
;;;No;Facebook;0;0;0;0
Engineering;30-40;;Yes;Direct Traffic;10;793;10;0
Engineering;30-40;;Yes;Google;3;1395;1.5;0
;;;No;Facebook;0;0;0;0
Engineering;18-30;Both;Yes;Facebook;0;0;0;1
;;;Yes;Google;7;854;3.5;1
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;Netflix;Yes;Google;8;216;4;0
Business;40+;Spotify;Yes;Direct Traffic;1;127;1;0
Engineering;18-30;Both;Yes;Google;9;38;1.8;1
;;;Yes;Facebook;0;0;0;0
Engineering;18-30;Both;Yes;Direct Traffic;3;82;3;1
;;;Yes;Facebook;0;0;0;1
Engineering;30-40;None;Yes;Google;4;2226;2;0
Engineering;30-40;Netflix;Yes;Google;4;1284;4;1
Engineering;30-40;;Yes;Google;8;1198;2;1
Law;30-40;Netflix;Yes;Facebook;0;0;0;0
Engineering;30-40;Netflix;Yes;Google;5;1154;5;1
Engineering;18-30;Netflix;Yes;Direct Traffic;11;1858;5.5;0
Engineering;18-30;Both;Yes;Google;3;14;1;1
;;;Yes;Direct Traffic;8;35;2;0
Engineering;30-40;;Yes;Google;3;130;3;0
Engineering;30-40;Netflix;Yes;Google;2;1412;2;1
Engineering;30-40;;Yes;Google;0;0;0;1
Law;30-40;;Yes;Direct Traffic;2;254;2;1
Engineering;30-40;;No;Direct Traffic;2;152;2;0
Engineering;30-40;;Yes;Google;16;1297;1.78;1
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;Netflix;Yes;Google;2;1157;2;1
Engineering;18-30;Netflix;Yes;Direct Traffic;2;1556;2;1
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Google;5;1445;2.5;1
Engineering;30-40;Both;Yes;Google;0;0;0;1
Engineering;30-40;None;Yes;Google;5;1531;5;1
;;;Yes;Google;4;180;2;0
Law;18-30;Netflix;Yes;Google;4;605;2;1
Engineering;30-40;;No;Google;6;311;6;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;No;Direct Traffic;2;1414;2;0
Engineering;30-40;None;Yes;Direct Traffic;2;849;2;1
;;;Yes;Google;2;1306;1;1
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Google;1;94;1;0
Engineering;18-30;Netflix;Yes;Facebook;0;0;0;1
Engineering;30-40;Netflix;Yes;Google;4;303;4;0
;;;Yes;Facebook;0;0;0;0
;;;No;Google;6;262;3;0
Engineering;30-40;;Yes;Direct Traffic;5;547;2.5;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Google;0;0;0;1
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;None;Yes;Google;6;192;6;0
Engineering;30-40;;Yes;Google;2;1705;2;1
Engineering;30-40;None;Yes;Direct Traffic;3;1318;3;0
Engineering;30-40;Both;Yes;Google;;1458;;1
Engineering;18-30;Netflix;Yes;Google;6;1079;6;1
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;None;Yes;Direct Traffic;5;12;5;0
Business;40+;None;Yes;Direct Traffic;4;289;4;0
;;;Yes;Facebook;0;0;0;0
;;;Yes;Direct Traffic;1;247;1;0
Engineering;30-40;Netflix;Yes;Facebook;0;0;0;1
Engineering;30-40;;Yes;Facebook;0;0;0;0
Engineering;18-30;Netflix;Yes;Facebook;0;0;0;1
;;;Yes;Google;2;86;1;0
Engineering;18-30;Netflix;Yes;Direct Traffic;2;1486;2;1
Engineering;30-40;Netflix;No;Google;17;96;5.67;0
Business;30-40;None;Yes;Direct Traffic;3;127;1.5;0
;;;Yes;Google;3;11;3;0
Engineering;30-40;None;Yes;Google;5;1050;2.5;0
Engineering;30-40;;Yes;Facebook;0;0;0;0
;;;Yes;Google;8;1607;2.67;1
Law;30-40;Both;Yes;Google;3;770;3;1
Engineering;30-40;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Direct Traffic;5;392;5;0
Engineering;30-40;;Yes;Google;3;184;3;0
Engineering;30-40;None;No;Google;3;108;3;0
;;;Yes;Google;3;142;1.5;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Google;5;396;1.67;0
Business;40+;;Yes;Google;2;189;2;1
Law;30-40;Netflix;Yes;Facebook;0;0;0;1
Engineering;30-40;None;Yes;Direct Traffic;2;353;2;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;None;Yes;Direct Traffic;5;1156;1.25;0
Engineering;30-40;Both;Yes;Direct Traffic;8;936;8;1
Engineering;30-40;None;Yes;Google;2;1580;2;0
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;Netflix;No;Google;5;107;5;0
Engineering;30-40;;No;Direct Traffic;2;185;2;0
Engineering;30-40;None;No;Direct Traffic;2;131;2;0
Engineering;30-40;None;Yes;Direct Traffic;2;145;2;0
;;;Yes;Google;8;1032;8;0
Engineering;30-40;Netflix;Yes;Google;9;1005;9;1
Law;30-40;Both;Yes;Google;3;1218;3;0
Law;30-40;Netflix;Yes;Facebook;0;0;0;1
Engineering;30-40;None;No;Facebook;0;0;0;0
Business;40+;None;Yes;Google;3;278;3;0
Engineering;30-40;None;Yes;Direct Traffic;6;169;6;0
Engineering;30-40;Netflix;Yes;Google;3;746;3;1
Engineering;30-40;;Yes;Direct Traffic;2;1393;2;0
;;;Yes;Google;3;473;3;0
Engineering;30-40;;No;Google;3;103;3;0
Engineering;30-40;None;Yes;Google;4;1674;4;1
Engineering;30-40;Netflix;Yes;Direct Traffic;2;323;2;0
Engineering;30-40;None;No;Google;4;43;2;0
Engineering;30-40;Both;Yes;Direct Traffic;6;23;3;0
Engineering;30-40;;Yes;Direct Traffic;2;345;2;0
Engineering;30-40;None;No;Direct Traffic;2;267;2;0
;;;Yes;Direct Traffic;2;109;2;0
Engineering;30-40;Netflix;Yes;Others;0;0;0;0
Engineering;30-40;;Yes;Google;4;679;4;0
Engineering;30-40;Netflix;Yes;Google;2;1565;2;1
Engineering;30-40;None;Yes;Google;4;884;4;0
;;;Yes;Direct Traffic;3;676;3;1
Law;30-40;Netflix;Yes;Direct Traffic;6;1835;6;1
Engineering;30-40;None;Yes;Google;3;1478;3;0
Business;30-40;Spotify;Yes;Direct Traffic;2;210;2;0
;;;No;Direct Traffic;3;178;3;0
Engineering;30-40;Netflix;Yes;Google;0;0;0;1
;;;No;Direct Traffic;6;229;6;0
Engineering;30-40;None;Yes;Direct Traffic;1;84;1;0
Engineering;30-40;;Yes;Direct Traffic;3;509;3;0
Engineering;30-40;Netflix;Yes;Google;3;847;3;0
Engineering;30-40;Netflix;Yes;Facebook;2;1192;2;0
Law;30-40;Netflix;Yes;Google;7;1721;3.5;1
Engineering;30-40;None;Yes;Direct Traffic;2;70;2;0
Engineering;30-40;Both;Yes;Google;4;18;4;0
;;;Yes;Direct Traffic;2;223;2;0
Engineering;30-40;None;Yes;Facebook;1;1635;1;1
Engineering;18-30;Both;Yes;Direct Traffic;4;1840;4;1
Engineering;30-40;Netflix;Yes;Google;2;645;2;1
Engineering;30-40;;Yes;Facebook;0;0;0;0
Engineering;30-40;None;Yes;Direct Traffic;4;271;4;0
Engineering;30-40;Both;Yes;Direct Traffic;2;384;2;1
Engineering;30-40;None;Yes;Direct Traffic;3;1011;3;1
;;;Yes;Google;4;690;2;1
;;;Yes;Facebook;0;0;0;0
Engineering;30-40;;Yes;Direct Traffic;2;254;2;1
Engineering;30-40;None;Yes;Direct Traffic;5;21;5;0
;;;No;Direct Traffic;4;543;4;0
Law;30-40;Netflix;Yes;Google;8;1508;8;1
Engineering;30-40;;Yes;Direct Traffic;1;1459;1;1
Engineering;30-40;;Yes;Direct Traffic;2;1241;2;0
Engineering;30-40;None;Yes;Google;5;215;2.5;0
;;;Yes;Direct Traffic;3;381;3;0
Engineering;30-40;None;Yes;Direct Traffic;7;86;1.75;0
Engineering;30-40;;Yes;Direct Traffic;2;407;2;0
Engineering;30-40;;Yes;Direct Traffic;2;300;2;0
Engineering;30-40;None;Yes;Google;5;4;5;0
;;;Yes;Direct Traffic;2;362;2;0
Engineering;30-40;;Yes;Direct Traffic;2;244;2;0
Engineering;30-40;;Yes;Direct Traffic;2;46;2;0
Engineering;30-40;None;Yes;Direct Traffic;2;148;2;0
;;;Yes;Google;3;125;3;1
Engineering;30-40;;Yes;Google;3;20;3;0
Engineering;30-40;Netflix;Yes;Direct Traffic;2;33;2;0
Business;40+;Spotify;Yes;Google;10;1337;5;0
Engineering;30-40;Netflix;Yes;Facebook;5;1296;2.5;1
Engineering;18-30;Both;Yes;Google;4;1390;4;1
Engineering;30-40;None;Yes;Google;2;1647;2;0
Engineering;30-40;Netflix;Yes;Facebook;11;1882;2.75;1
Business;40+;None;Yes;Direct Traffic;1;261;1;0
;;;Yes;Direct Traffic;4;147;4;0
;;;Yes;Direct Traffic;3;164;1.5;0
Engineering;30-40;;Yes;Google;2;413;2;0
Engineering;30-40;;Yes;Direct Traffic;3;106;3;0
Engineering;18-30;;Yes;Google;0;0;0;1
Engineering;30-40;Netflix;Yes;Google;6;1;6;0
Engineering;30-40;None;Yes;Google;6;120;6;0
Engineering;30-40;;Yes;Facebook;0;0;0;0
Engineering;30-40;Spotify;Yes;Facebook;0;0;0;1
;;;Yes;Direct Traffic;9;1256;9;1
Engineering;30-40;Netflix;Yes;Google;5;124;5;0
Engineering;30-40;;Yes;Direct Traffic;2;141;2;0
;;;Yes;Facebook;3;321;3;0
